100000 1000
1 -423612 219337
2
1 -423627 219302
2
1 -423640 219277
2
1 -423652 219235
2
1 -423688 219203
2
1 -423689 219178
2
1 -423733 219169
2
1 -423762 219157
2
1 -423769 219116
2
1 -423809 219103
2
1 -423832 219092
2
1 -423841 219053
2
1 -423851 219039
2
1 -423867 219020
2
1 -423898 219004
2
1 -423933 218998
2
1 -423959 218992
2
1 -424001 218991
2
1 -424039 218982
2
1 -424083 218953
2
1 -424124 218946
2
1 -424133 218943
2
1 -424149 218904
2
1 -424171 218874
2
1 -424206 218857
2
1 -424249 218837
2
1 -424284 218830
2
1 -424305 218823
2
1 -424333 218786
2
1 -424359 218772
2
1 -424367 218756
2
1 -424395 218721
2
1 -424424 218689
2
1 -424460 218667
2
1 -424463 218625
2
1 -424470 218619
2
1 -424474 218596
2
1 -424483 218569
2
1 -424507 218538
2
1 -424519 218517
2
1 -424529 218500
2
1 -424570 218500
2
1 -424602 218483
2
1 -424616 218468
2
1 -424632 218428
2
1 -424669 218403
2
1 -424681 218383
2
1 -424703 218342
2
1 -424717 218329
2
1 -424743 218312
2
1 -424761 218279
2
1 -424784 218257
2
1 -424802 218224
2
1 -424814 218181
2
1 -424840 218150
2
1 -424859 218106
2
1 -424863 218083
2
1 -424907 218047
2
1 -424909 218033
2
1 -424915 218014
2
1 -424931 218009
2
1 -424975 217974
2
1 -425007 217946
2
1 -425046 217945
2
1 -425087 217925
2
1 -425105 217904
2
1 -425120 217862
2
1 -425126 217829
2
1 -425163 217811
2
1 -425194 217786
2
1 -425205 217780
2
1 -425229 217765
2
1 -425265 217734
2
1 -425271 217696
2
1 -425278 217676
2
1 -425290 217653
2
1 -425322 217635
2
1 -425336 217615
2
1 -425337 217607
2
1 -425365 217602
2
1 -425400 217600
2
1 -425426 217595
2
1 -425432 217556
2
1 -425470 217551
2
1 -425482 217519
2
1 -425519 217495
2
1 -425519 217478
2
1 -425520 217442
2
1 -425523 217427
2
1 -425552 217410
2
1 -425587 217406
2
1 -425627 217384
2
1 -425649 217368
2
1 -425653 217337
2
1 -425684 217304
2
1 -425727 217283
2
1 -425769 217252
2
1 -425802 217242
2
1 -425828 217215
2
1 -425850 217215
2
1 -425871 217201
2
1 -425895 217180
2
1 -425926 217147
2
1 -425938 217106
2
1 -425941 217103
2
1 -425954 217103
2
1 -425961 217087
2
1 -425990 217050
2
1 -426029 217016
2
1 -426059 216990
2
1 -426088 216962
2
1 -426097 216936
2
1 -426111 216893
2
1 -426154 216853
2
1 -426186 216833
2
1 -426227 216825
2
1 -426261 216798
2
1 -426297 216770
2
1 -426312 216767
2
1 -426336 216742
2
1 -426349 216704
2
1 -426374 216683
2
1 -426390 216673
2
1 -426410 216663
2
1 -426454 216658
2
1 -426497 216630
2
1 -426530 216622
2
1 -426546 216620
2
1 -426559 216599
2
1 -426564 216592
2
1 -426605 216591
2
1 -426627 216554
2
1 -426662 216541
2
1 -426682 216528
2
1 -426705 216528
2
1 -426743 216492
2
1 -426743 216473
2
1 -426755 216457
2
1 -426784 216418
2
1 -426817 216383
2
1 -426861 216351
2
1 -426886 216319
2
1 -426926 216316
2
1 -426968 216301
2
1 -426992 216299
2
1 -427014 216272
2
1 -427024 216266
2
1 -427043 216266
2
1 -427062 216226
2
1 -427082 216184
2
1 -427084 216170
2
1 -427124 216168
2
1 -427164 216153
2
1 -427189 216129
2
1 -427198 216109
2
1 -427212 216100
2
1 -427219 216099
2
1 -427260 216090
2
1 -427264 216052
2
1 -427295 216024
2
1 -427297 216016
2
1 -427307 216004
2
1 -427321 215975
2
1 -427341 215935
2
1 -427372 215895
2
1 -427409 215862
2
1 -427425 215822
2
1 -427467 215811
2
1 -427477 215782
2
1 -427519 215763
2
1 -427524 215745
2
1 -427552 215726
2
1 -427571 215701
2
1 -427600 215678
2
1 -427625 215663
2
1 -427631 215635
2
1 -427662 215612
2
1 -427664 215605
2
1 -427679 215576
2
1 -427682 215575
2
1 -427714 215573
2
1 -427749 215570
2
1 -427791 215531
2
1 -427813 215524
2
1 -427837 215505
2
1 -427864 215469
2
1 -427902 215459
2
1 -427912 215447
2
1 -427954 215446
2
1 -427990 215416
2
1 -428007 215412
2
1 -428020 215402
2
1 -428055 215380
2
1 -428072 215375
2
1 -428079 215348
2
1 -428085 215309
2
1 -428115 215306
2
1 -428157 215272
2
1 -428200 215246
2
1 -428204 215217
2
1 -428205 215179
2
1 -428232 215178
2
1 -428242 215141
2
1 -428255 215133
2
1 -428294 215122
2
1 -428294 215104
2
1 -428317 215091
2
1 -428345 215078
2
1 -428387 215071
2
1 -428405 215067
2
1 -428440 215043
2
1 -428483 215016
2
1 -428518 215013
2
1 -428541 214973
2
1 -428577 214946
2
1 -428601 214909
2
1 -428621 214903
2
1 -428659 214872
2
1 -428664 214858
2
1 -428665 214852
2
1 -428690 214851
2
1 -428714 214841
2
1 -428735 214827
2
1 -428758 214809
2
1 -428780 214768
2
1 -428803 214749
2
1 -428831 214721
2
1 -428839 214703
2
1 -428877 214672
2
1 -428897 214642
2
1 -428911 214598
2
1 -428940 214564
2
1 -428952 214541
2
1 -428979 214517
2
1 -429023 214489
2
1 -429054 214458
2
1 -429090 214441
2
1 -429132 214429
2
1 -429164 214409
2
1 -429195 214393
2
1 -429219 214377
2
1 -429254 214370
2
1 -429260 214327
2
1 -429292 214327
2
1 -429321 214320
2
1 -429358 214315
2
1 -429371 214294
2
1 -429373 214262
2
1 -429379 214233
2
1 -429390 214228
2
1 -429410 214224
2
1 -429447 214213
2
1 -429469 214179
2
1 -429493 214170
2
1 -429509 214153
2
1 -429534 214113
2
1 -429574 214091
2
1 -429583 214090
2
1 -429603 214087
2
1 -429604 214076
2
1 -429621 214038
2
1 -429638 214001
2
1 -429660 213982
2
1 -429684 213954
2
1 -429694 213911
2
1 -429728 213881
2
1 -429737 213848
2
1 -429741 213817
2
1 -429770 213782
2
1 -429772 213782
2
1 -429779 213748
2
1 -429782 213746
2
1 -429793 213727
2
1 -429803 213689
2
1 -429833 213670
2
1 -429838 213668
2
1 -429857 213639
2
1 -429897 213598
2
1 -429907 213572
2
1 -429932 213552
2
1 -429963 213531
2
1 -429976 213490
2
1 -429985 213473
2
1 -430019 213435
2
1 -430033 213398
2
1 -430033 213377
2
1 -430059 213374
2
1 -430089 213374
2
1 -430119 213334
2
1 -430157 213319
2
1 -430171 213314
2
1 -430195 213280
2
1 -430236 213261
2
1 -430273 213255
2
1 -430281 213238
2
1 -430315 213237
2
1 -430315 213235
2
1 -430319 213226
2
1 -430345 213187
2
1 -430354 213147
2
1 -430385 213137
2
1 -430408 213118
2
1 -430428 213103
2
1 -430447 213098
2
1 -430464 213078
2
1 -430491 213039
2
1 -430516 213032
2
1 -430551 213003
2
1 -430584 212976
2
1 -430619 212935
2
1 -430619 212911
2
1 -430624 212904
2
1 -430657 212895
2
1 -430674 212874
2
1 -430677 212848
2
1 -430700 212807
2
1 -430743 212799
2
1 -430766 212780
2
1 -430789 212738
2
1 -430820 212697
2
1 -430844 212683
2
1 -430886 212671
2
1 -430907 212639
2
1 -430948 212630
2
1 -430962 212599
2
1 -430975 212578
2
1 -430993 212560
2
1 -431022 212547
2
1 -431049 212539
2
1 -431091 212508
2
1 -431125 212488
2
1 -431159 212448
2
1 -431195 212436
2
1 -431209 212422
2
1 -431226 212422
2
1 -431243 212381
2
1 -431264 212367
2
1 -431272 212325
2
1 -431273 212314
2
1 -431280 212291
2
1 -431285 212264
2
1 -431329 212241
2
1 -431329 212206
2
1 -431372 212172
2
1 -431415 212170
2
1 -431442 212137
2
1 -431472 212120
2
1 -431500 212099
2
1 -431529 212095
2
1 -431564 212094
2
1 -431575 212079
2
1 -431580 212046
2
1 -431609 212026
2
1 -431646 211988
2
1 -431678 211982
2
1 -431694 211945
2
1 -431727 211923
2
1 -431749 211890
2
1 -431762 211863
2
1 -431792 211852
2
1 -431822 211840
2
1 -431828 211825
2
1 -431857 211784
2
1 -431893 211763
2
1 -431893 211730
2
1 -431922 211711
2
1 -431925 211677
2
1 -431932 211637
2
1 -431949 211631
2
1 -431982 211627
2
1 -431995 211616
2
1 -432036 211615
2
1 -432076 211590
2
1 -432118 211582
2
1 -432125 211555
2
1 -432152 211518
2
1 -432191 211485
2
1 -432198 211461
2
1 -432228 211456
2
1 -432235 211419
2
1 -432274 211383
2
1 -432292 211379
2
1 -432325 211347
2
1 -432369 211342
2
1 -432408 211303
2
1 -432417 211296
2
1 -432429 211284
2
1 -432437 211276
2
1 -432474 211264
2
1 -432497 211220
2
1 -432536 211215
2
1 -432580 211174
2
1 -432619 211161
2
1 -432646 211130
2
1 -432665 211096
2
1 -432695 211076
2
1 -432720 211072
2
1 -432744 211059
2
1 -432780 211028
2
1 -432798 210998
2
1 -432823 210964
2
1 -432860 210926
2
1 -432861 210918
2
1 -432869 210880
2
1 -432889 210849
2
1 -432889 210827
2
1 -432926 210821
2
1 -432944 210783
2
1 -432963 210783
2
1 -432994 210783
2
1 -433028 210767
2
1 -433048 210746
2
1 -433075 210739
2
1 -433110 210720
2
1 -433148 210705
2
1 -433159 210680
2
1 -433164 210676
2
1 -433189 210663
2
1 -433208 210630
2
1 -433222 210629
2
1 -433249 210615
2
1 -433272 210596
2
1 -433292 210593
2
1 -433311 210592
2
1 -433314 210587
2
1 -433316 210543
2
1 -433344 210514
2
1 -433365 210503
2
1 -433401 210485
2
1 -433431 210456
2
1 -433464 210415
2
1 -433481 210415
2
1 -433488 210373
2
1 -433502 210340
2
1 -433540 210312
2
1 -433575 210292
2
1 -433579 210272
2
1 -433580 210241
2
1 -433604 210221
2
1 -433636 210187
2
1 -433668 210153
2
1 -433702 210138
2
1 -433721 210121
2
1 -433747 210104
2
1 -433782 210093
2
1 -433791 210063
2
1 -433806 210037
2
1 -433837 210008
2
1 -433860 210001
2
1 -433878 209985
2
1 -433920 209977
2
1 -433963 209976
2
1 -433991 209932
2
1 -434023 209918
2
1 -434042 209892
2
1 -434046 209879
2
1 -434069 209841
2
1 -434098 209837
2
1 -434108 209827
2
1 -434129 209820
2
1 -434158 209790
2
1 -434195 209784
2
1 -434206 209754
2
1 -434241 209712
2
1 -434285 209704
2
1 -434305 209663
2
1 -434328 209644
2
1 -434332 209630
2
1 -434350 209594
2
1 -434385 209594
2
1 -434410 209555
2
1 -434423 209552
2
1 -434462 209548
2
1 -434469 209537
2
1 -434484 209509
2
1 -434502 209503
2
1 -434523 209485
2
1 -434535 209446
2
1 -434545 209437
2
1 -434581 209427
2
1 -434606 209408
2
1 -434612 209398
2
1 -434612 209387
2
1 -434643 209362
2
1 -434652 209340
2
1 -434677 209306
2
1 -434693 209305
2
1 -434737 209294
2
1 -434749 209288
2
1 -434778 209254
2
1 -434813 209251
2
1 -434853 209233
2
1 -434881 209219
2
1 -434893 209181
2
1 -434924 209170
2
1 -434927 209159
2
1 -434957 209142
2
1 -434978 209112
2
1 -435006 209104
2
1 -435023 209060
2
1 -435053 209017
2
1 -435094 209009
2
1 -435100 208969
2
1 -435126 208944
2
1 -435128 208933
2
1 -435143 208889
2
1 -435164 208872
2
1 -435181 208868
2
1 -435213 208832
2
1 -435255 208814
2
1 -435257 208806
2
1 -435293 208767
2
1 -435318 208748
2
1 -435349 208733
2
1 -435383 208729
2
1 -435397 208703
2
1 -435406 208693
2
1 -435441 208671
2
1 -435454 208648
2
1 -435456 208633
2
1 -435490 208616
2
1 -435511 208599
2
1 -435546 208599
2
1 -435567 208570
2
1 -435603 208544
2
1 -435612 208505
2
1 -435646 208505
2
1 -435686 208491
2
1 -435712 208464
2
1 -435741 208448
2
1 -435772 208443
2
1 -435814 208441
2
1 -435837 208402
2
1 -435861 208366
2
1 -435879 208340
2
1 -435885 208326
2
1 -435929 208292
2
1 -435968 208251
2
1 -436002 208236
2
1 -436027 208211
2
1 -436030 208170
2
1 -436056 208133
2
1 -436097 208111
2
1 -436103 208082
2
1 -436107 208040
2
1 -436107 207998
2
1 -436110 207993
2
1 -436154 207960
2
1 -436160 207930
2
1 -436184 207906
2
1 -436195 207869
2
1 -436196 207852
2
1 -436222 207812
2
1 -436242 207797
2
1 -436259 207797
2
1 -436299 207776
2
1 -436340 207754
2
1 -436360 207710
2
1 -436366 207676
2
1 -436395 207659
2
1 -436426 207623
2
1 -436447 207582
2
1 -436450 207555
2
1 -436479 207545
2
1 -436491 207537
2
1 -436532 207514
2
1 -436539 207510
2
1 -436542 207477
2
1 -436586 207454
2
1 -436589 207430
2
1 -436620 207424
2
1 -436627 207390
2
1 -436662 207363
2
1 -436696 207322
2
1 -436712 207297
2
1 -436732 207287
2
1 -436755 207246
2
1 -436768 207219
2
1 -436791 207214
2
1 -436835 207179
2
1 -436855 207139
2
1 -436875 207111
2
1 -436875 207081
2
1 -436891 207075
2
1 -436907 207048
2
1 -436944 207046
2
1 -436977 207002
2
1 -437013 206972
2
1 -437047 206940
2
1 -437080 206935
2
1 -437099 206927
2
1 -437121 206884
2
1 -437132 206841
2
1 -437164 206807
2
1 -437167 206776
2
1 -437198 206753
2
1 -437224 206740
2
1 -437230 206707
2
1 -437236 206677
2
1 -437276 206655
2
1 -437288 206623
2
1 -437312 206616
2
1 -437351 206594
2
1 -437395 206566
2
1 -437405 206534
2
1 -437445 206505
2
1 -437447 206487
2
1 -437481 206474
2
1 -437497 206453
2
1 -437506 206427
2
1 -437520 206425
2
1 -437524 206384
2
1 -437546 206366
2
1 -437582 206338
2
1 -437585 206307
2
1 -437590 206285
2
1 -437616 206249
2
1 -437652 206229
2
1 -437666 206194
2
1 -437669 206170
2
1 -437698 206127
2
1 -437713 206089
2
1 -437736 206084
2
1 -437742 206083
2
1 -437775 206061
2
1 -437802 206058
2
1 -437826 206019
2
1 -437832 206018
2
1 -437844 205976
2
1 -437881 205954
2
1 -437917 205950
2
1 -437923 205933
2
1 -437964 205891
2
1 -438008 205881
2
1 -438047 205879
2
1 -438088 205849
2
1 -438095 205838
2
1 -438118 205800
2
1 -438141 205764
2
1 -438180 205752
2
1 -438193 205723
2
1 -438208 205679
2
1 -438231 205651
2
1 -438238 205616
2
1 -438263 205572
2
1 -438282 205549
2
1 -438286 205524
2
1 -438326 205517
2
1 -438355 205516
2
1 -438379 205486
2
1 -438382 205466
2
1 -438397 205448
2
1 -438435 205448
2
1 -438446 205431
2
1 -438482 205426
2
1 -438518 205422
2
1 -438552 205409
2
1 -438562 205390
2
1 -438603 205373
2
1 -438612 205345
2
1 -438636 205310
2
1 -438643 205275
2
1 -438665 205266
2
1 -438707 205260
2
1 -438718 205239
2
1 -438754 205218
2
1 -438757 205205
2
1 -438796 205164
2
1 -438809 205159
2
1 -438829 205148
2
1 -438847 205137
2
1 -438869 205130
2
1 -438900 205098
2
1 -438927 205071
2
1 -438939 205028
2
1 -438957 204992
2
1 -438998 204967
2
1 -439024 204949
2
1 -439065 204919
2
1 -439097 204905
2
1 -439103 204875
2
1 -439139 204859
2
1 -439183 204829
2
1 -439202 204810
2
1 -439245 204770
2
1 -439283 204754
2
1 -439296 204739
2
1 -439326 204739
2
1 -439336 204720
2
1 -439370 204698
2
1 -439395 204691
2
1 -439408 204670
2
1 -439447 204669
2
1 -439448 204626
2
1 -439479 204593
2
1 -439491 204556
2
1 -439510 204553
2
1 -439525 204528
2
1 -439566 204494
2
1 -439610 204455
2
1 -439646 204418
2
1 -439663 204406
2
1 -439678 204404
2
1 -439697 204379
2
1 -439726 204371
2
1 -439735 204362
2
1 -439758 204340
2
1 -439795 204316
2
1 -439818 204278
2
1 -439840 204262
2
1 -439874 204227
2
1 -439889 204219
2
1 -439927 204189
2
1 -439960 204155
2
1 -439979 204116
2
1 -440014 204105
2
1 -440053 204098
2
1 -440076 204089
2
1 -440093 204085
2
1 -440134 204084
2
1 -440146 204079
2
1 -440163 204037
2
1 -440197 204028
2
1 -440219 204009
2
1 -440228 203965
2
1 -440263 203922
2
1 -440297 203917
2
1 -440310 203882
2
1 -440352 203881
2
1 -440383 203865
2
1 -440386 203843
2
1 -440420 203801
2
1 -440449 203782
2
1 -440462 203781
2
1 -440485 203765
2
1 -440494 203722
2
1 -440515 203696
2
1 -440555 203679
2
1 -440597 203655
2
1 -440640 203641
2
1 -440664 203608
2
1 -440683 203588
2
1 -440683 203555
2
1 -440700 203513
2
1 -440741 203509
2
1 -440761 203465
2
1 -440787 203448
2
1 -440790 203431
2
1 -440833 203415
2
1 -440859 203386
2
1 -440891 203344
2
1 -440918 203329
2
1 -440942 203300
2
1 -440981 203272
2
1 -440990 203235
2
1 -441032 203202
2
1 -441057 203185
2
1 -441072 203153
2
1 -441084 203120
2
1 -441120 203112
2
1 -441157 203100
2
1 -441172 203075
2
1 -441201 203057
2
1 -441205 203023
2
1 -441247 202986
2
1 -441265 202950
2
1 -441300 202950
2
1 -441314 202929
2
1 -441344 202921
2
1 -441348 202920
2
1 -441349 202918
2
1 -441390 202885
2
1 -441416 202874
2
1 -441437 202836
2
1 -441443 202824
2
1 -441451 202819
2
1 -441482 202789
2
1 -441519 202767
2
1 -441530 202763
2
1 -441542 202755
2
1 -441583 202725
2
1 -441589 202687
2
1 -441627 202667
2
1 -441648 202637
2
1 -441684 202611
2
1 -441715 202574
2
1 -441750 202547
2
1 -441782 202524
2
1 -441782 202516
2
1 -441798 202502
2
1 -441826 202471
2
1 -441845 202450
2
1 -441862 202438
2
1 -441906 202410
2
1 -441922 202392
2
1 -441965 202373
2
1 -441968 202369
2
1 -441988 202366
2
1 -442020 202325
2
1 -442053 202302
2
1 -442075 202276
2
1 -442097 202257
2
1 -442112 202248
2
1 -442154 202225
2
1 -442179 202205
2
1 -442216 202197
2
1 -442223 202186
2
1 -442252 202155
2
1 -442282 202120
2
1 -442303 202112
2
1 -442311 202093
2
1 -442346 202074
2
1 -442376 202064
2
1 -442398 202040
2
1 -442404 202022
2
1 -442406 201986
2
1 -442450 201955
2
1 -442467 201940
2
1 -442508 201925
2
1 -442546 201904
2
1 -442588 201874
2
1 -442624 201863
2
1 -442627 201836
2
1 -442669 201795
2
1 -442687 201770
2
1 -442698 201737
2
1 -442742 201736
2
1 -442749 201699
2
1 -442767 201669
2
1 -442783 201637
2
1 -442786 201611
2
1 -442809 201602
2
1 -442821 201562
2
1 -442845 201554
2
1 -442862 201530
2
1 -442898 201508
2
1 -442914 201481
2
1 -442947 201454
2
1 -442964 201416
2
1 -442987 201381
2
1 -443005 201340
2
1 -443035 201315
2
1 -443078 201277
2
1 -443095 201254
2
1 -443125 201214
2
1 -443135 201174
2
1 -443156 201134
2
1 -443160 201093
2
1 -443203 201057
2
1 -443214 201042
2
1 -443236 201039
2
1 -443273 201000
2
1 -443310 200967
2
1 -443331 200958
2
1 -443357 200952
2
1 -443363 200908
2
1 -443365 200871
2
1 -443396 200864
2
1 -443433 200861
2
1 -443464 200839
2
1 -443470 200798
2
1 -443494 200771
2
1 -443538 200743
2
1 -443568 200701
2
1 -443594 200659
2
1 -443613 200655
2
1 -443620 200643
2
1 -443625 200599
2
1 -443632 200573
2
1 -443641 200540
2
1 -443680 200518
2
1 -443719 200477
2
1 -443733 200451
2
1 -443744 200445
2
1 -443780 200441
2
1 -443815 200399
2
1 -443822 200385
2
1 -443854 200379
2
1 -443859 200362
2
1 -443862 200324
2
1 -443883 200301
2
1 -443925 200273
2
1 -443967 200271
2
1 -443995 200267
2
1 -444030 200223
2
1 -444074 200194
2
1 -444095 200156
2
1 -444128 200120
2
1 -444154 200114
2
1 -444158 200096
2
1 -444168 200094
2
1 -444183 200077
2
1 -444199 200068
2
1 -444223 200040
2
1 -444250 200006
2
1 -444272 199996
2
1 -444284 199970
2
1 -444323 199954
2
1 -444359 199932
2
1 -444379 199906
2
1 -444407 199887
2
1 -444425 199883
2
1 -444445 199870
2
1 -444447 199869
2
1 -444466 199855
2
1 -444492 199826
2
1 -444508 199784
2
1 -444516 199745
2
1 -444529 199713
2
1 -444552 199673
2
1 -444574 199666
2
1 -444587 199625
2
1 -444620 199618
2
1 -444633 199587
2
1 -444669 199547
2
1 -444689 199528
2
1 -444711 199490
2
1 -444741 199448
2
1 -444754 199408
2
1 -444759 199369
2
1 -444768 199337
2
1 -444791 199312
2
1 -444827 199274
2
1 -444846 199270
2
1 -444872 199266
2
1 -444879 199256
2
1 -444897 199236
2
1 -444903 199222
2
1 -444930 199196
2
1 -444930 199171
2
1 -444952 199151
2
1 -444958 199107
2
1 -444978 199071
2
1 -444981 199038
2
1 -445012 199030
2
1 -445039 199028
2
1 -445079 199016
2
1 -445106 198978
2
1 -445112 198969
2
1 -445155 198930
2
1 -445175 198925
2
1 -445186 198886
2
1 -445211 198862
2
1 -445219 198848
2
1 -445225 198833
2
1 -445226 198798
2
1 -445262 198791
2
1 -445303 198780
2
1 -445346 198736
2
1 -445353 198699
2
1 -445360 198658
2
1 -445399 198648
2
1 -445415 198619
2
1 -445418 198590
2
1 -445418 198582
2
1 -445448 198555
2
1 -445461 198514
2
1 -445482 198514
2
1 -445502 198478
2
1 -445523 198445
2
1 -445530 198423
2
1 -445560 198418
2
1 -445589 198392
2
1 -445612 198357
2
1 -445637 198327
2
1 -445671 198287
2
1 -445705 198252
2
1 -445717 198247
2
1 -445736 198225
2
1 -445777 198199
2
1 -445808 198173
2
1 -445824 198129
2
1 -445846 198092
2
1 -445853 198088
2
1 -445889 198060
2
1 -445889 198055
2
1 -445895 198025
2
1 -445905 197983
2
1 -445917 197950
2
1 -445949 197906
2
1 -445975 197885
2
1 -446014 197863
2
1 -446026 197857
2
1 -446060 197819
2
1 -446089 197789
2
1 -446116 197774
2
1 -446127 197731
2
1 -446148 197691
2
1 -446190 197656
2
1 -446196 197623
2
1 -446215 197617
2
1 -446215 197585
2
1 -446259 197575
2
1 -446288 197564
2
1 -446294 197547
2
1 -446304 197515
2
1 -446304 197503
2
1 -446313 197484
2
1 -446331 197479
2
1 -446344 197470
2
1 -446379 197468
2
1 -446410 197460
2
1 -446410 197445
2
1 -446413 197403
2
1 -446418 197387
2
1 -446456 197363
2
1 -446479 197325
2
1 -446497 197303
2
1 -446508 197300
2
1 -446548 197283
2
1 -446575 197271
2
1 -446586 197244
2
1 -446610 197217
2
1 -446612 197212
2
1 -446644 197190
2
1 -446658 197161
2
1 -446682 197160
2
1 -446719 197136
2
1 -446742 197134
2
1 -446770 197106
2
1 -446788 197078
2
1 -446803 197037
2
1 -446832 197004
2
1 -446857 196964
2
1 -446893 196937
2
1 -446912 196919
2
1 -446952 196882
2
1 -446960 196856
2
1 -446986 196846
2
1 -447017 196833
2
1 -447049 196832
2
1 -447053 196814
2
1 -447062 196773
2
1 -447066 196734
2
1 -447109 196702
2
1 -447131 196679
2
1 -447154 196642
2
1 -447174 196635
2
1 -447207 196628
2
1 -447216 196604
2
1 -447251 196569
2
1 -447256 196532
2
1 -447283 196519
2
1 -447301 196511
2
1 -447331 196499
2
1 -447359 196475
2
1 -447379 196436
2
1 -447421 196400
2
1 -447456 196399
2
1 -447486 196359
2
1 -447526 196352
2
1 -447544 196334
2
1 -447551 196334
2
1 -447583 196294
2
1 -447598 196253
2
1 -447624 196241
2
1 -447662 196203
2
1 -447666 196176
2
1 -447672 196147
2
1 -447707 196111
2
1 -447748 196086
2
1 -447763 196070
2
1 -447782 196058
2
1 -447789 196042
2
1 -447809 196005
2
1 -447827 195982
2
1 -447834 195945
2
1 -447837 195924
2
1 -447881 195888
2
1 -447904 195874
2
1 -447943 195863
2
1 -447969 195830
2
1 -447974 195793
2
1 -447989 195782
2
1 -448018 195769
2
1 -448028 195737
2
1 -448028 195712
2
1 -448032 195685
2
1 -448032 195667
2
1 -448037 195640
2
1 -448055 195616
2
1 -448060 195584
2
1 -448083 195575
2
1 -448091 195553
2
1 -448098 195515
2
1 -448142 195514
2
1 -448146 195482
2
1 -448187 195473
2
1 -448219 195454
2
1 -448240 195438
2
1 -448279 195400
2
1 -448282 195361
2
1 -448307 195347
2
1 -448335 195322
2
1 -448368 195288
2
1 -448383 195275
2
1 -448403 195255
